dates,diamonds,butter,cars,cucumber,bananas
2007-10-04,3.074110506940203,2.345620557064336,3.6494351195082335,0.8205491240755295,3.5576455579062034
2007-10-05,3.040493228868626,2.352328364269681,3.6771982064425934,0.8184875892541067,3.5474169798942206
2007-10-08,3.191956741038605,2.319675026623918,3.665671645259552,0.8200501020401464,3.562103410510805
2007-10-09,3.2072500982362357,2.3073017096291504,3.6252288165520046,0.8206708206731015,3.594386533724584
2007-10-10,3.1068627716834034,2.277612134583498,3.447580750850981,0.816833950142623,3.2200885360860587
2007-10-11,3.1143596835307834,2.291715000835952,3.5720427217954818,0.8234563638191084,3.176197485452882
2007-10-12,3.1181403142603723,2.325755661623642,3.416539829412227,0.8213046391066716,3.132324169013203
2007-10-15,2.979334482116044,2.378573570480814,3.3515226175050605,0.8335503737532965,3.082867592799999
2007-10-16,3.011820542373057,2.3520031075098022,3.299400865052592,0.8481089503339811,3.0718922355693676
2007-10-17,3.056501770473135,2.322290787726926,3.4578085139783648,0.974842875252923,3.11293581806658
2007-10-18,3.1213696618345876,2.2787437323470856,3.522558109478373,0.9142516781274542,3.0505572398850727
2007-10-19,3.099306661629564,2.2955238672285954,3.07526896772235,0.9280605321392796,3.482500015307256
2007-10-22,3.0251908724825713,2.2648715254831617,2.8958446486546108,0.8895342230258458,3.1726745021779306
2007-10-23,2.9982404451260964,2.2552705983927424,2.7982990334825972,0.8932509595814138,3.1114100177732955
2007-10-24,3.003467963599107,2.2379479813452763,3.5486599470256786,0.8914133435295052,3.088231861510921
2007-10-25,2.965191310373693,2.2189908305250743,3.3493777091700503,0.910623800854958,3.169110091581315
2007-10-26,3.5466853412197454,2.224586599534829,3.1608715687443474,0.936943783742311,3.108792518178364
2007-10-29,3.28801638150583,2.215048317532642,3.179741284788754,0.9504033056926084,3.042825997433135
2007-10-30,3.19827102934829,2.263678965995947,3.517589999440262,0.9129015548377771,2.969072226962659
2007-10-31,3.1642239626891326,2.230740776105362,3.520412501285137,0.914258098266532,2.896790937798513
2007-11-01,3.133476404275304,2.2236622331166758,3.554970373092623,0.952817370729875,2.821804682376081
2007-11-02,3.1251444960872767,2.2177121659850756,3.575564544562622,0.9146602504534448,2.8448214165272336
2007-11-05,3.0555763570143957,2.285558818515818,3.6581950575031525,0.8879086006143118,2.881455094948484
2007-11-06,2.9667787999806343,2.287205633972271,3.638953027221684,0.861324497942696,2.9625163226437334
2007-11-07,2.8968292733677536,2.2744108737538435,3.6352942674157798,0.8295036138169022,2.8843499194456235
2007-11-08,2.8245394621452053,2.2781291451783763,3.6506208959318007,0.8664810806379725,2.8448659910889313
2007-11-09,2.7628594764752106,2.2745598958491002,3.7023376135580985,0.8537983392260268,2.9762256133787597
2007-11-12,2.7204706947325885,2.2330896721180054,3.779544500606184,0.8939501458288549,2.903977533730135
2007-11-13,2.849275756968006,2.216623666626607,3.754962733976805,0.8653349084433748,2.984757465799852
2007-11-14,2.776827288202547,2.204747641856086,3.7535086634200407,0.9060606991338732,2.9450931831357763
2007-11-15,2.7472635605062923,2.204678137493221,3.7428265938515124,0.8731050661895089,2.9754307255883967
2007-11-16,2.703075863808363,2.229608650298868,3.7498069427242453,0.8436874018822681,2.8986733446388673
2007-11-19,2.6542543001516137,2.2171536242648946,3.7062586510886897,0.8227523297488918,2.866396939948255
2007-11-20,2.582007737998634,2.2122859244459323,3.6691218158375545,0.819507786957309,2.81508894966417
2007-11-21,2.522159442147699,2.2181654540836777,3.6387466302383578,0.9245808668060034,2.8080630108049536
2007-11-22,2.4497903240253134,2.2236649581640084,3.638329763918397,0.9039682454544495,2.7823672411150158
2007-11-23,2.4735920552308364,2.2654978732051063,3.5925724670909225,0.8731931891148704,2.736346160328237
2007-11-26,2.4409003775245015,2.3139903374656647,3.5558712951469813,0.8596379947987693,2.6681600779497527
2007-11-27,2.370764948665238,2.175357381108236,3.5467301413981938,0.8697304212581817,2.7420745791106853
2007-11-28,2.3194406449468223,2.269934708900362,3.510458716481881,0.8463752656184041,2.679003336648183
2007-11-29,2.2610976560401377,2.3228123632482838,3.4797862682374365,0.8302702522503279,2.696617607341875
2007-11-30,2.210412697485938,2.2048304277197075,3.4758714935295463,0.8162802043799929,2.6721086258262496
2007-12-03,2.2125359752390112,2.309328369530873,3.529591559927376,0.8137202315427661,2.634738751222744
2007-12-04,2.20152025368993,2.3278714582580413,3.497216249495607,0.834254392430054,2.700541629908842
2007-12-05,2.2171493245152623,2.201849704223756,3.4658156248171883,0.8338798245082812,2.648939744458487
2007-12-06,2.5825186635370407,2.285583569090324,3.4310907248690077,0.8520995587301714,2.6793381273081107
2007-12-07,2.4359091535241784,2.194898381435994,3.510021951740866,0.9110577336477408,2.724852889268319
2007-12-10,2.3833280636853984,2.1934875715978888,3.4902682448133495,0.8792428416496023,3.0981750231301977
2007-12-11,2.381186234201898,2.194573794684007,3.4842211622791366,0.8739274004713844,3.0669840379230737
2007-12-12,2.29243892127567,2.19150166543113,3.5900745339817055,0.8486044786579825,3.0020349390268897
2007-12-13,2.3434290933388193,2.1862372015024576,3.5546797209758227,0.8326436250692141,3.272236476929567
2007-12-14,2.403087863541497,2.1808568138062085,3.5183397984242366,0.8175064389190264,3.2709883447857937
2007-12-17,2.455833473270075,2.1933916450659723,3.5066414181587224,0.8485626463441501,3.2627498108603703
2007-12-18,2.3758091828730796,2.1879570982904935,3.5149209902506966,0.833485320305051,3.032155590925676
2007-12-19,2.4163883413866065,2.183155042670065,3.4850948941632263,0.8199978117267698,3.2611132326704686
2007-12-20,2.4428250849869877,2.1786388900631843,3.4645611679225756,0.8090133902368228,3.253566494955622
2007-12-21,2.3696444733803848,2.176715030934417,3.438196207538814,0.7995833072914733,3.4161266685135008
2007-12-24,2.395819774208237,2.170781916757811,3.4242468825749257,0.824847347704881,3.6623734258291636
2007-12-26,2.3640413516905134,2.170759558723788,3.396983409675368,0.8238018541550379,3.00851779755789
2007-12-27,2.516469579944339,2.174209714562997,3.3737272314916167,0.831971562796475,2.9730847776644844
2007-12-28,2.5465420429642176,2.187535127919366,3.4331890761475474,0.8911091105535714,3.1311369760594054
2008-01-02,2.755036281449567,2.156649453879216,3.407858598149401,0.9176681849039028,3.263985827229165
2008-01-03,2.674951533898736,2.1477831977340025,3.3854311194055504,0.8671007852044564,2.912038346511417
2008-01-04,2.6220376890101553,2.143077776222253,3.377294437812499,0.8380685892120592,2.8993500186182364
2008-01-07,2.6309492375206487,2.134934246166822,3.369960933553853,0.814149128179141,3.3065131063811175
2008-01-08,2.6582285920929083,2.1297708232986494,3.3568952005821617,0.8053496332825664,2.87094292849225
2008-01-09,2.605625091189323,2.12303381639016,3.364674960089814,0.7915346530810686,2.8490816992709163
2008-01-10,2.5618803457952195,2.1163707843992405,3.3504427856225814,0.7827970475161642,2.8048041284609675
2008-01-11,2.69651790056199,2.1256125396915904,3.356725106165562,0.8153897409375825,2.7467625332426735
2008-01-14,2.634250675242352,2.133049429427371,3.410074046908967,0.7897008566579923,2.7374364065483685
2008-01-15,2.561514717882214,2.1261239337947924,3.399287988687836,0.7725852037065812,2.708432855305657
2008-01-16,2.4962458296120915,2.1229023907520785,3.448084311092588,0.7610895732382759,2.8360564335284812
2008-01-17,2.478586546968433,2.1176737908658243,3.4482112407091,0.7841420461031263,2.7941688382723076
2008-01-18,2.4562760186530554,2.1216932900870407,3.4192118815207575,0.7738753302143805,2.7426154203355426
2008-01-21,2.445190990228237,2.1237451999943904,3.421281422957714,0.8282940771469605,2.743464592150651
2008-01-22,2.4413160930223246,2.119519065161634,3.457392239728152,0.798699123933803,2.8315414598609676
2008-01-23,2.4664524197274704,2.1242281230174553,3.4338393589446725,0.7768537754232409,2.764701189128446
2008-01-24,2.4740794797370964,2.1226945781790514,3.4914777816716818,0.7608815814722958,2.7211565122655617
2008-01-25,2.4249997426690433,2.1082845498804645,3.4796361253210004,0.7603395577954549,2.658932158619164
2008-01-28,2.3665971571227433,2.101159628898964,3.4524569652441484,0.7621626059212975,2.604847169319195
2008-01-29,2.3239850568697724,2.0951758643038554,3.4946043771598614,0.8093577977281077,2.696576198755037
2008-01-30,2.355697248004455,2.0888353818961756,3.4656182827382223,0.8142334720638592,2.6885441935064613
2008-01-31,2.4435313700166845,2.0683424426231007,3.4260787435563853,0.7840396694427229,2.6520940822562182
2008-02-01,2.4296873362961446,2.075718395797775,3.3034757734896303,0.767955996483777,2.5966714160977493
2008-02-04,2.4093588761415177,2.107487723732438,3.4011682023825025,0.7909856072746361,2.5746259744676405
2008-02-05,2.3874131140246577,2.1805810949550684,3.4399623428884043,0.7610930245836073,2.6555818679631717
2008-02-06,2.385122879781955,2.8841404939390283,3.4215892683461657,0.7890624587751545,2.6184336625977696
2008-02-07,2.3684515547298166,2.4779532101463477,3.401532444321856,0.8608861370711097,3.093593916614615
2008-02-08,2.33800179938068,2.1270640870410458,3.3935345955529255,0.8159299847623209,3.117502297996005
2008-02-11,2.279076018498607,2.0434994456659115,3.398018758839709,0.7750469638561056,3.000119427842554
2008-02-12,2.453124661050851,2.043610567353452,3.384312840914389,0.7687327821796818,2.994275630266646
2008-02-13,2.4083011005697075,2.1448642301026024,3.376737973591236,0.8092572298402186,2.8483046434508297
2008-02-14,2.4081368514282304,2.043469145126717,3.3616452915892796,0.8223703832314788,2.832645309766779
2008-02-15,2.396534982921632,2.147614776275322,3.347708982337586,0.804163191169727,3.3296728504195903
2008-02-18,2.430753330666293,2.044016427889919,3.345166439891331,0.7641171948200353,3.0400934683766696
2008-02-19,2.48162027187457,2.1871785553160366,3.3379528485703904,0.9430192380175381,3.114280741820825
2008-02-20,2.4389476797409415,2.2044529951640968,3.3342665395194953,0.8569271609808282,3.1392929220793855
2008-02-21,2.3911230683222366,3.2174956457131625,3.3481780374682586,0.8274123221522734,3.1120937204572057
2008-02-22,2.4635917816831294,2.3215296131279435,3.3396267482225257,0.7909073098935553,2.9488082931406248
2008-02-25,2.4336238392086527,2.3353647798573043,3.3277645905735693,0.7692028986403227,2.9348011978761197
2008-02-26,2.4158811336250436,2.296935962729653,3.3500882676865977,0.7764059343983339,3.2990766184477445
2008-02-27,2.4232505107390696,2.5133221644292614,3.342581026860906,0.8095909504270329,3.2507217120101846
2008-02-28,2.3628026220684317,2.165847049361325,3.3535500033071886,0.8096455368589585,3.0763142792192637
2008-02-29,2.3701661757311996,3.0294074585844712,3.347525171023264,0.8168117038179817,3.188148676985705
2008-03-03,2.3355352853964955,2.5869406569331477,3.3353250848874603,0.780998246684557,2.94766179626314
2008-03-04,2.3089722613391177,2.3498609622872557,3.3215022112224495,0.7574643347423646,3.4112026984620964
2008-03-05,2.290559049512707,3.0298298336182423,3.3202631138325254,0.7382661268315648,3.0053853698192556
2008-03-06,2.315828617126698,2.6231958147482337,3.3253393639912763,0.7190204918772513,3.066142757786326
2008-03-07,2.3082063150651306,3.5684810760832875,3.315835361637921,0.7085368323740876,2.9404948463079745
2008-03-10,2.2215580129459997,3.4963254247953084,3.318997088318482,0.7006205727574708,2.8974409518932704
2008-03-11,2.160880067476912,3.2316743216315844,3.3117842581079953,0.6981076515548299,2.863766943305477
2008-03-12,2.1589497482523887,3.0723142358578324,3.3016604483501113,0.7905541173780639,2.9166796118213205
2008-03-13,2.1288730163308833,2.4973956852464,3.294533322691314,0.8659306232954949,2.9112933996902792
2008-03-14,2.1380625446427413,2.29238535478762,3.288642851278551,0.9875956769791804,2.973928745827699
2008-03-17,2.0815788298844975,2.5502988993117195,3.2792897100971357,0.8503855242378452,2.9582755849448645
2008-03-18,2.046263340967063,2.3615670286269475,3.2398041366685932,0.8392582268268716,3.0272738045349827
2008-03-19,2.031773783895206,2.3143168850547813,3.205992044174754,0.7703322559531234,3.4887559645155672
2008-03-20,1.990761911741875,2.567016403951616,3.1836864427343703,0.8335651920980148,3.495724535553012
2008-03-21,2.1707041785867665,2.3800284461445904,3.2059562152501226,0.7638177943966373,3.3297806075881944
2008-03-24,2.092401887808832,2.2378812812618887,3.2778000598978214,0.7596053527412036,3.2014719970680803
2008-03-25,2.1066725313067023,2.107822077653143,3.2652263787544875,0.76799969793143,3.261607080944788
2008-03-26,2.185697628366611,2.505492108167396,3.2878597615847105,0.7597413932720891,3.2085599394898074
2008-03-27,2.226858795876725,2.373577539965694,3.0769760424672836,0.7480540036447912,3.103040463125954
2008-03-28,2.255788583080545,2.311759692131508,3.2843649859243116,0.7471401321862376,3.060209226469485
2008-03-31,2.302236908186292,2.2371958291957155,3.292292312952047,0.7598004099179749,3.1053701398456153
2008-04-01,2.1606302664722845,2.2553757519701927,3.289182922335256,0.7580222442919906,3.448283875548295
2008-04-02,2.146478362103719,2.230427436663487,3.0984310537318174,0.7603425691468068,3.480340827260911
2008-04-03,2.188646754076492,2.1863579532017585,3.0280605643292975,0.7690691600573506,3.371970865689667
2008-04-04,2.169891739764748,2.6906873490523764,2.967997728272063,0.7703246843846009,3.2845239786408786
2008-04-07,2.156259628990632,2.6029401361166853,2.894427045153385,0.7631477868312418,3.275970627641724
2008-04-08,2.146699828754308,2.5759330159334715,2.966279713659438,0.7651889833181863,3.2537442047941103
2008-04-09,2.1821584473607163,2.5899652032121567,3.1530233592281744,0.7620964335724421,3.1527464017999067
2008-04-10,2.1661846236616564,2.6434179208691337,3.0766953022379657,0.7652009890229424,3.3834021579201052
2008-04-11,2.3336356141017007,2.565965172976472,3.035020121067132,0.7642862731918789,3.3098350280296542
2008-04-14,2.3296161447770314,2.492923753134068,3.0802542408625126,0.7593959673267131,3.0165351959882574
2008-04-15,2.3225246429966155,2.4155672716343393,3.0260626091520346,0.7591214776127325,2.9740424187018135
2008-04-16,2.4114040563015915,2.353796667342921,3.0676615290626046,0.7666859054890314,3.234893215019818
2008-04-17,2.7243571930380597,2.295544708440994,3.0479859505362064,0.767233426102329,4.134671077312807
2008-04-18,2.6818785893445245,2.3012589217520834,3.0003931043657617,0.7615328325191834,3.3298659865130316
2008-04-21,2.695334558013774,2.3762153465747895,3.0221722957363593,0.7694307202660434,3.2891172779086837
2008-04-22,2.695665715638137,2.62480592802165,2.9787186215952013,0.7671625417873131,3.2261198736625776
2008-04-23,2.612552629999755,2.8826820321850377,2.97140817256789,0.7627056802863734,3.1980287872387794
2008-04-24,2.560801291170388,2.6416192727091548,2.9210079759968144,0.756250593527012,2.8659736417377837
2008-04-25,2.4801532967488895,2.547848827559532,2.892174006664126,0.7513139066120743,3.2014258249400998
2008-04-28,2.4598460643353484,2.375362107743502,2.865990954369464,0.7407762301840061,3.2963715372980182
2008-04-29,2.4224556519775766,2.2978186282905777,2.8089399938678845,0.7402107097934418,2.9019722381843684
2008-04-30,2.547184805642127,2.6059621801500987,2.747918989323589,0.7545485998280894,3.3517416487486176
2008-05-01,2.555399212440249,2.6757365061920284,2.729334139982092,0.7537936597472427,3.1324760417527937
2008-05-02,2.50436918695446,2.6842122502192542,2.928891245001909,0.7539998203206105,2.9178751875753854
2008-05-05,2.487799048454021,2.604334441247456,2.8862629371447306,0.7509276997816907,3.02071548613437
2008-05-06,2.417549790560634,2.6946585581762945,2.827674838255383,0.7224255154184662,3.4328788682629123
2008-05-07,2.358819792685467,2.618496633885383,2.834774469332804,0.7151183571137291,3.3944137530429948
2008-05-08,2.3229925221763716,2.5509672199140008,2.769985492181522,0.7065783165212662,3.3887001430111683
2008-05-09,2.293527813023179,2.513063254947688,2.7510433251993582,0.6907336940125484,3.232366300055356
